ObjectID,Pair,i,j,Distance_Meters_dij,dij,popi,popj,pij20,pij60,pij140,Mij_10%_20mi,Mij_10%_60mi,Mij_10%_140mi,Mij_30%_20mi,Mij_30%_60mi,Mij_30%_140mi,Mij_50%_20mi,Mij_50%_60mi,Mij_50%_140mi,Real_mij,Mij_R
1,1 - 1,1,1,0.00,0.00,19714,19714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1 - 4,1,4,8272.03,5.14,19714,84730,0.295845212,0.135494395,0.126655252,583,267,250,1750,801,749,2916,1336,1248,0,0
3,1 - 14,1,14,10027.49,6.23,19714,9125,0.026283308,0.012037514,0.011252232,52,24,22,155,71,67,259,119,111,0,0
4,1 - 12,1,12,11242.20,6.99,19714,27774,0.071355291,0.032680069,0.030548145,141,64,60,422,193,181,703,322,301,0,0
5,1 - 3,1,3,12051.54,7.49,19714,17002,0.040747092,0.018661795,0.01744437,80,37,34,241,110,103,402,184,172,0,0
6,1 - 6,1,6,16334.68,10.15,19714,7517,0.013291471,0.006087372,0.005690255,26,12,11,79,36,34,131,60,56,0,0
7,1 - 15,1,15,17075.54,10.61,19714,25008,0.042300321,0.019373159,0.018109327,83,38,36,250,115,107,417,191,179,0,0
8,1 - 11,1,11,17984.67,11.18,19714,13877,0.022286015,0.010206791,0.009540938,44,20,19,132,60,56,220,101,94,0,0
9,1 - 9,1,9,18495.23,11.49,19714,19470,0.030405025,0.013925223,0.013016794,60,27,26,180,82,77,300,137,128,0,0
10,1 - 119,1,119,21046.62,13.08,19714,1641,0.002251985,0.001031389,0.000964105,4,2,2,13,6,6,22,10,10,0,0
11,1 - 23,1,23,21493.41,13.36,19714,18397,0.024721851,0.011322381,0.010583752,49,22,21,146,67,63,244,112,104,0,0
12,1 - 21,1,21,21517.46,13.37,19714,10247,0.013754506,0.006299438,0.005888486,27,12,12,81,37,35,136,62,58,0,0
13,1 - 164,1,164,22371.48,13.90,19714,19656,0.025376969,0.011622419,0.010864216,50,23,21,150,69,64,250,115,107,0,0
14,1 - 7,1,7,25598.78,15.91,19714,61952,0.069899709,0.032013426,0.029924991,138,63,59,413,189,177,689,316,295,0,0
15,1 - 20,1,20,26117.50,16.23,19714,35802,0.039592678,0.018133083,0.01695015,78,36,33,234,107,100,390,179,167,0,0
16,1 - 129,1,129,28273.62,17.57,19714,26974,0.027555178,0.012620019,0.011796736,54,25,23,163,75,70,272,124,116,0,0
17,1 - 133,1,133,28375.13,17.63,19714,2160,0.002198645,0.001006959,0.000941269,4,2,2,13,6,6,22,10,9,0,0
18,1 - 16,1,16,28784.44,17.89,19714,41097,0.041237428,0.018886364,0.017654289,81,37,35,244,112,104,406,186,174,0,0
19,1 - 2,1,2,29506.43,18.33,19714,144900,0.141837478,0.064960265,0.060722502,280,128,120,839,384,359,1398,640,599,0,0
20,1 - 17,1,17,29564.29,18.37,19714,3614,0.003530693,0.001617025,0.001511536,7,3,3,21,10,9,35,16,15,0,0
21,1 - 161,1,161,29943.53,18.61,19714,13226,0.012757475,0.005842807,0.005461644,25,12,11,75,35,32,126,58,54,0,0
22,1 - 22,1,22,31523.90,19.59,19714,28115,0.025759496,0.011797613,0.011027981,51,23,22,152,70,65,254,116,109,0,0
23,1 - 10,1,10,31695.06,19.69,19714,20213,0.018419529,0.008435975,0.007885644,36,17,16,109,50,47,182,83,78,0,0
24,1 - 142,1,142,32057.09,19.92,19714,9537,0.008592645,0.003935353,0.003678625,17,8,7,51,23,22,85,39,36,0,0
25,1 - 154,1,154,32283.80,20.06,19714,7731,0,0.003167722,0.002961072,0,6,6,0,19,18,0,31,29,0,0
26,1 - 148,1,148,32597.97,20.26,19714,12515,0,0.005078511,0.004747208,0,10,9,0,30,28,0,50,47,0,0
27,1 - 163,1,163,34029.30,21.14,19714,16509,0,0.006417468,0.005998817,0,13,12,0,38,35,0,63,59,0,0
28,1 - 19,1,19,34032.75,21.15,19714,51967,0,0.020198847,0.018881151,0,40,37,0,119,112,0,199,186,0,0
29,1 - 13,1,13,34970.12,21.73,19714,89047,0,0.033683578,0.031486188,0,66,62,0,199,186,0,332,310,0,0
30,1 - 143,1,143,35470.68,22.04,19714,18721,0,0.006981611,0.006526157,0,14,13,0,41,39,0,69,64,0,0
31,1 - 144,1,144,37964.17,23.59,19714,6182,0,0.002154027,0.002013506,0,4,4,0,13,12,0,21,20,0,0
32,1 - 156,1,156,38451.67,23.89,19714,31288,0,0.010763627,0.010061448,0,21,20,0,64,60,0,106,99,0,0
33,1 - 155,1,155,38964.78,24.21,19714,54661,0,0.018556727,0.017346156,0,37,34,0,110,103,0,183,171,0,0
34,1 - 160,1,160,39654.24,24.64,19714,13949,0,0.004653176,0.004349621,0,9,9,0,28,26,0,46,43,0,0
35,1 - 139,1,139,40307.82,25.05,19714,3434,0,0.001126956,0.001053438,0,2,2,0,7,6,0,11,10,0,0
36,1 - 166,1,166,40696.13,25.29,19714,108093,0,0.035135046,0.032842968,0,69,65,0,208,194,0,346,324,0,0
37,1 - 118,1,118,40836.88,25.37,19714,3422,0,0.001108469,0.001036156,0,2,2,0,7,6,0,11,10,0,0
38,1 - 140,1,140,41160.23,25.58,19714,21641,0,0.006954974,0.006501258,0,14,13,0,41,38,0,69,64,0,0
39,1 - 169,1,169,42017.24,26.11,19714,8805,0,0.00277203,0.002591193,0,5,5,0,16,15,0,27,26,0,0
40,1 - 5,1,5,42070.35,26.14,19714,21753,0,0.006839731,0.006393533,0,13,13,0,40,38,0,67,63,0,0
41,1 - 18,1,18,43047.09,26.75,19714,129775,0,0.039878908,0.037277359,0,79,73,0,236,220,0,393,367,0,0
42,1 - 145,1,145,43655.13,27.13,19714,5479,0,0.001660206,0.001551901,0,3,3,0,10,9,0,16,15,0,0
43,1 - 138,1,138,44664.17,27.75,19714,1399,0,0.000414338,0.000387308,0,1,1,0,2,2,0,4,4,0,0
44,1 - 167,1,167,45004.45,27.96,19714,54879,0,0.016130459,0.015078168,0,32,30,0,95,89,0,159,149,0,0
45,1 - 125,1,125,45241.83,28.11,19714,2785,0,0.000814294,0.000761172,0,2,2,0,5,5,0,8,8,0,0
46,1 - 162,1,162,45387.87,28.20,19714,9790,0,0.002853244,0.002667109,0,6,5,0,17,16,0,28,26,0,0
47,1 - 127,1,127,47119.45,29.28,19714,2262,0,0.000635021,0.000593595,0,1,1,0,4,4,0,6,6,0,0
48,1 - 157,1,157,47245.36,29.36,19714,130418,0,0.036515264,0.034133146,0,72,67,0,216,202,0,360,336,0,0
49,1 - 136,1,136,48706.30,30.26,19714,7560,0,0.002053207,0.001919263,0,4,4,0,12,11,0,20,19,0,0
50,1 - 168,1,168,48747.28,30.29,19714,16649,0,0.004517871,0.004223142,0,9,8,0,27,25,0,45,42,0,0
51,1 - 8,1,8,51483.87,31.99,19714,62727,0,0.016116821,0.01506542,0,32,30,0,95,89,0,159,148,0,0
52,1 - 151,1,151,52292.88,32.49,19714,60940,0,0.015415441,0.014409796,0,30,28,0,91,85,0,152,142,0,0
53,1 - 126,1,126,53340.03,33.14,19714,8127,0,0.002015455,0.001883974,0,4,4,0,12,11,0,20,19,0,0
54,1 - 147,1,147,53423.76,33.20,19714,29179,0,0.007224903,0.006753577,0,14,13,0,43,40,0,71,67,0,0
55,1 - 132,1,132,53955.51,33.53,19714,11645,0,0.002854958,0.002668711,0,6,5,0,17,16,0,28,26,0,0
56,1 - 149,1,149,54284.19,33.73,19714,28699,0,0.006993417,0.006537193,0,14,13,0,41,39,0,69,64,0,0
57,1 - 159,1,159,56077.23,34.84,19714,23691,0,0.005588469,0.005223898,0,11,10,0,33,31,0,55,51,0,0
58,1 - 95,1,95,56929.36,35.37,19714,43807,0,0.010178956,0.009514919,0,20,19,0,60,56,0,100,94,0,0
59,1 - 76,1,76,58371.26,36.27,19714,60032,0,0.013604413,0.012716912,0,27,25,0,80,75,0,134,125,1,266
60,1 - 122,1,122,58871.03,36.58,19714,1368,0,0.000307383,0.000287331,0,1,1,0,2,2,0,3,3,0,0
61,1 - 124,1,124,59315.42,36.86,19714,5430,0,0.001210956,0.001131957,0,2,2,0,7,7,0,12,11,0,0
62,1 - 146,1,146,59343.85,36.87,19714,28005,0,0.006242462,0.005835227,0,12,12,0,37,35,0,62,58,0,0
63,1 - 153,1,153,62385.00,38.76,19714,59540,0,0.012624806,0.011801211,0,25,23,0,75,70,0,124,116,0,0
64,1 - 135,1,135,62932.85,39.10,19714,2703,0,0.000568152,0.000531088,0,1,1,0,3,3,0,6,5,0,0
65,1 - 92,1,92,63037.02,39.17,19714,17623,0,0.003698113,0.003456862,0,7,7,0,22,20,0,36,34,0,0
66,1 - 165,1,165,63335.44,39.35,19714,44535,0,0.009301451,0.008694659,0,18,17,0,55,51,0,92,86,0,0
67,1 - 123,1,123,64031.46,39.79,19714,2879,0,0.000594764,0.000555963,0,1,1,0,4,3,0,6,5,0,0
68,1 - 158,1,158,64665.38,40.18,19714,14158,0,0.002896184,0.002707247,0,6,5,0,17,16,0,29,27,0,0
69,1 - 137,1,137,66472.11,41.30,19714,34228,0,0.006811427,0.006367075,0,13,13,0,40,38,0,67,63,0,0
70,1 - 77,1,77,67324.05,41.83,19714,9665,0,0.001899012,0.001775128,0,4,3,0,11,10,0,19,17,0,0
71,1 - 74,1,74,68369.94,42.48,19714,20432,0,0.003953135,0.003695248,0,8,7,0,23,22,0,39,36,0,0
72,1 - 90,1,90,69700.83,43.31,19714,72453,0,0.013750373,0.012853351,0,27,25,0,81,76,0,136,127,0,0
73,1 - 150,1,150,70480.81,43.79,19714,22216,0,0.004169567,0.003897561,0,8,8,0,25,23,0,41,38,0,0
74,1 - 112,1,112,71627.28,44.51,19714,4380,0,0.000808894,0.000756125,0,2,1,0,5,4,0,8,7,0,0
75,1 - 128,1,128,71635.19,44.51,19714,6685,0,0.001234443,0.001153913,0,2,2,0,7,7,0,12,11,0,0
76,1 - 83,1,83,72303.05,44.93,19714,25506,0,0.004666398,0.00436198,0,9,9,0,28,26,0,46,43,0,0
77,1 - 106,1,106,73663.26,45.77,19714,7195,0,0.00129204,0.001207752,0,3,2,0,8,7,0,13,12,0,0
78,1 - 91,1,91,75566.26,46.95,19714,30112,0,0.005271178,0.004927307,0,10,10,0,31,29,0,52,49,0,0
79,1 - 120,1,120,75669.36,47.02,19714,1055,0,0.000184429,0.000172397,0,0,0,0,1,1,0,2,2,0,0
80,1 - 73,1,73,75957.48,47.20,19714,18302,0,0.003187308,0.00297938,0,6,6,0,19,18,0,31,29,0,0
81,1 - 113,1,113,75970.91,47.21,19714,46146,0,0.008034942,0.007510773,0,16,15,0,48,44,0,79,74,0,0
82,1 - 152,1,152,76174.42,47.33,19714,18106,0,0.003144194,0.002939079,0,6,6,0,19,17,0,31,29,0,0
83,1 - 104,1,104,77055.40,47.88,19714,13905,0,0.002387063,0.00223134,0,5,4,0,14,13,0,24,22,0,0
84,1 - 141,1,141,77881.51,48.39,19714,10655,0,0.001809736,0.001691675,0,4,3,0,11,10,0,18,17,0,0
85,1 - 98,1,98,78100.93,48.53,19714,62939,0,0.010660061,0.009964639,0,21,20,0,63,59,0,105,98,0,0
86,1 - 134,1,134,78394.31,48.71,19714,3598,0,0.000607117,0.000567511,0,1,1,0,4,3,0,6,6,0,0
87,1 - 93,1,93,78741.89,48.93,19714,20145,0,0.003384211,0.003163438,0,7,6,0,20,19,0,33,31,0,0
88,1 - 78,1,78,79811.49,49.59,19714,10270,0,0.001702163,0.00159112,0,3,3,0,10,9,0,17,16,0,0
89,1 - 130,1,130,79999.80,49.71,19714,1640,0,0.000271176,0.000253485,0,1,0,0,2,1,0,3,2,0,0
90,1 - 99,1,99,80909.45,50.27,19714,26082,0,0.004264201,0.003986021,0,8,8,0,25,24,0,42,39,0,0
91,1 - 111,1,111,81510.65,50.65,19714,6370,0,0.001033763,0.000966324,0,2,2,0,6,6,0,10,10,0,0
92,1 - 103,1,103,82299.05,51.14,19714,12950,0,0.002081474,0.001945687,0,4,4,0,12,12,0,21,19,0,0
93,1 - 117,1,117,82767.55,51.43,19714,3624,0,0.000579194,0.00054141,0,1,1,0,3,3,0,6,5,0,0
94,1 - 86,1,86,82966.75,51.55,19714,122587,0,0.019545032,0.018269988,0,39,36,0,116,108,0,193,180,0,0
95,1 - 115,1,115,83406.30,51.83,19714,9305,0,0.001475753,0.00137948,0,3,3,0,9,8,0,15,14,0,0
96,1 - 131,1,131,85246.95,52.97,19714,3254,0,0.000504934,0.000471994,0,1,1,0,3,3,0,5,5,0,0
97,1 - 94,1,94,86736.42,53.90,19714,24979,0,0.003809514,0.003560996,0,8,7,0,23,21,0,38,35,0,0
98,1 - 110,1,110,86900.84,54.00,19714,8222,0,0.001251554,0.001169907,0,2,2,0,7,7,0,12,12,0,0
99,1 - 75,1,75,87411.69,54.32,19714,21301,0,0.003223491,0.003013203,0,6,6,0,19,18,0,32,30,0,0
100,1 - 121,1,121,88323.52,54.88,19714,1405,0,0.000210424,0.000196697,0,0,0,0,1,1,0,2,2,0,0
101,1 - 80,1,80,88515.83,55.00,19714,49998,0,0.007471843,0.006984408,0,15,14,0,44,41,0,74,69,0,0
102,1 - 116,1,116,88757.94,55.15,19714,6914,0,0.001030429,0.000963208,0,2,2,0,6,6,0,10,9,0,0
103,1 - 108,1,108,89788.49,55.79,19714,12854,0,0.001893711,0.001770172,0,4,3,0,11,10,0,19,17,0,0
104,1 - 105,1,105,89828.30,55.82,19714,4463,0,0.000657218,0.000614344,0,1,1,0,4,4,0,6,6,0,0
105,1 - 102,1,102,90385.55,56.16,19714,4229,0,0.00061892,0.000578544,0,1,1,0,4,3,0,6,6,0,0
106,1 - 84,1,84,93282.20,57.96,19714,34491,0,0.00489106,0.004571986,0,10,9,0,29,27,0,48,45,0,0
107,1 - 87,1,87,93750.76,58.25,19714,2120,0,0.000299128,0.000279614,0,1,1,0,2,2,0,3,3,0,0
108,1 - 114,1,114,94330.74,58.61,19714,10087,0,0.001414506,0.001322229,0,3,3,0,8,8,0,14,13,0,0
109,1 - 100,1,100,94536.91,58.74,19714,28760,0,0.004024237,0.003761711,0,8,7,0,24,22,0,40,37,0,0
110,1 - 109,1,109,94792.42,58.90,19714,6674,0,0.000931341,0.000870584,0,2,2,0,6,5,0,9,9,0,0
111,1 - 85,1,85,95860.51,59.56,19714,11375,0,0.001569668,0.001467268,0,3,3,0,9,9,0,15,14,0,0
112,1 - 96,1,96,96227.41,59.79,19714,26054,0,0.003581555,0.003347908,0,7,7,0,21,20,0,35,33,0,0
113,1 - 88,1,88,96431.08,59.92,19714,57699,0,0.007914934,0.007398593,0,16,15,0,47,44,0,78,73,0,0
114,1 - 79,1,79,97170.26,60.38,19714,5147,0,0,0.000654966,0,0,1,0,0,4,0,0,6,0,0
115,1 - 89,1,89,97784.74,60.76,19714,6358,0,0,0.000803984,0,0,2,0,0,5,0,0,8,0,0
116,1 - 101,1,101,100935.92,62.72,19714,12876,0,0,0.001577368,0,0,3,0,0,9,0,0,16,0,0
117,1 - 38,1,38,102414.67,63.64,19714,7366,0,0,0.000889339,0,0,2,0,0,5,0,0,9,0,0
118,1 - 71,1,71,103770.48,64.48,19714,29303,0,0,0.003491694,0,0,7,0,0,21,0,0,34,0,0
119,1 - 107,1,107,103991.66,64.62,19714,8988,0,0,0.001068716,0,0,2,0,0,6,0,0,11,0,0
120,1 - 81,1,81,104356.91,64.84,19714,11375,0,0,0.001347808,0,0,3,0,0,8,0,0,13,0,0
121,1 - 60,1,60,104609.10,65.00,19714,9482,0,0,0.001120801,0,0,2,0,0,7,0,0,11,0,0
122,1 - 25,1,25,104725.80,65.07,19714,15936,0,0,0.001881584,0,0,4,0,0,11,0,0,19,0,0
123,1 - 33,1,33,105003.19,65.25,19714,2338,0,0,0.000275321,0,0,1,0,0,2,0,0,3,0,0
124,1 - 56,1,56,105426.37,65.51,19714,4890,0,0,0.000573532,0,0,1,0,0,3,0,0,6,0,0
125,1 - 97,1,97,106600.81,66.24,19714,15743,0,0,0.001826101,0,0,4,0,0,11,0,0,18,0,0
126,1 - 55,1,55,107667.93,66.90,19714,3231,0,0,0.000371064,0,0,1,0,0,2,0,0,4,0,0
127,1 - 26,1,26,111399.42,69.22,19714,18645,0,0,0.002069557,0,0,4,0,0,12,0,0,20,0,0
128,1 - 59,1,59,111608.71,69.35,19714,16299,0,0,0.001805763,0,0,4,0,0,11,0,0,18,0,0
129,1 - 82,1,82,111876.00,69.52,19714,44466,0,0,0.00491461,0,0,10,0,0,29,0,0,48,0,0
130,1 - 57,1,57,112750.01,70.06,19714,5385,0,0,0.000590564,0,0,1,0,0,3,0,0,6,0,0
131,1 - 40,1,40,113049.64,70.25,19714,4123,0,0,0.000450964,0,0,1,0,0,3,0,0,4,0,0
132,1 - 69,1,69,113120.88,70.29,19714,14655,0,0,0.00160192,0,0,3,0,0,9,0,0,16,0,0
133,1 - 58,1,58,113229.29,70.36,19714,12414,0,0,0.00135566,0,0,3,0,0,8,0,0,13,0,0
134,1 - 30,1,30,116635.50,72.47,19714,7207,0,0,0.00076405,0,0,2,0,0,5,0,0,8,0,0
135,1 - 67,1,67,118120.44,73.40,19714,10834,0,0,0.001134127,0,0,2,0,0,7,0,0,11,0,0
136,1 - 44,1,44,118294.75,73.50,19714,18887,0,0,0.001974219,0,0,4,0,0,12,0,0,19,0,0
137,1 - 24,1,24,121491.15,75.49,19714,2537,0,0,0.00025821,0,0,1,0,0,2,0,0,3,0,0
138,1 - 35,1,35,121665.66,75.60,19714,26939,0,0,0.002737861,0,0,5,0,0,16,0,0,27,0,0
139,1 - 34,1,34,122547.60,76.15,19714,18716,0,0,0.001888453,0,0,4,0,0,11,0,0,19,0,0
140,1 - 61,1,61,123557.85,76.78,19714,25817,0,0,0.002583648,0,0,5,0,0,15,0,0,25,0,0
141,1 - 72,1,72,124252.19,77.21,19714,5887,0,0,0.000585852,0,0,1,0,0,3,0,0,6,0,0
142,1 - 65,1,65,125850.66,78.20,19714,24706,0,0,0.002427419,0,0,5,0,0,14,0,0,24,0,0
143,1 - 68,1,68,126599.38,78.67,19714,11884,0,0,0.001160724,0,0,2,0,0,7,0,0,11,0,0
144,1 - 27,1,27,126620.04,78.68,19714,1933,0,0,0.000188768,0,0,0,0,0,1,0,0,2,0,0
145,1 - 37,1,37,127927.43,79.49,19714,39136,0,0,0.003782776,0,0,7,0,0,22,0,0,37,0,0
146,1 - 29,1,29,128905.07,80.10,19714,38692,0,0,0.003711497,0,0,7,0,0,22,0,0,37,0,0
147,1 - 45,1,45,132283.53,82.20,19714,4261,0,0,0.000398294,0,0,1,0,0,2,0,0,4,0,0
148,1 - 62,1,62,132459.50,82.31,19714,1685,0,0,0.000157295,0,0,0,0,0,1,0,0,2,0,0
149,1 - 48,1,48,133140.22,82.73,19714,2256,0,0,0.000209521,0,0,0,0,0,1,0,0,2,0,0
150,1 - 41,1,41,133803.50,83.14,19714,2889,0,0,0.00026698,0,0,1,0,0,2,0,0,3,0,0
151,1 - 31,1,31,135222.57,84.02,19714,14736,0,0,0.001347499,0,0,3,0,0,8,0,0,13,0,0
152,1 - 32,1,32,135715.53,84.33,19714,4248,0,0,0.000387037,0,0,1,0,0,2,0,0,4,0,0
153,1 - 70,1,70,135830.32,84.40,19714,840,0,0,7.64681E-05,0,0,0,0,0,0,0,0,1,0,0
154,1 - 39,1,39,137118.47,85.20,19714,4638,0,0,0.000418247,0,0,1,0,0,2,0,0,4,0,0
155,1 - 49,1,49,137311.25,85.32,19714,1790,0,0,0.000161192,0,0,0,0,0,1,0,0,2,0,0
156,1 - 50,1,50,137840.23,85.65,19714,1853,0,0,0.000166225,0,0,0,0,0,1,0,0,2,0,0
157,1 - 42,1,42,140410.74,87.25,19714,18449,0,0,0.00162469,0,0,3,0,0,10,0,0,16,0,0
158,1 - 47,1,47,140641.48,87.39,19714,5100,0,0,0.000448389,0,0,1,0,0,3,0,0,4,0,0
159,1 - 28,1,28,143187.97,88.97,19714,11591,0,0,0.00100095,0,0,2,0,0,6,0,0,10,0,0
160,1 - 53,1,53,146356.81,90.94,19714,4204,0,0,0.000355179,0,0,1,0,0,2,0,0,4,0,0
161,1 - 46,1,46,146635.66,91.12,19714,8280,0,0,0.000698214,0,0,1,0,0,4,0,0,7,0,0
162,1 - 66,1,66,148023.24,91.98,19714,7862,0,0,0.000656751,0,0,1,0,0,4,0,0,6,0,0
163,1 - 36,1,36,148139.96,92.05,19714,5243,0,0,0.000437628,0,0,1,0,0,3,0,0,4,0,0
164,1 - 52,1,52,149896.47,93.14,19714,15173,0,0,0.001251636,0,0,2,0,0,7,0,0,12,0,0
165,1 - 43,1,43,151156.86,93.92,19714,2535,0,0,0.000207371,0,0,0,0,0,1,0,0,2,0,0
166,1 - 51,1,51,158001.07,98.18,19714,17287,0,0,0.001352875,0,0,3,0,0,8,0,0,13,0,0
167,1 - 54,1,54,158632.70,98.57,19714,9395,0,0,0.000732322,0,0,1,0,0,4,0,0,7,0,0
168,1 - 63,1,63,158738.10,98.64,19714,3780,0,0,0.000294448,0,0,1,0,0,2,0,0,3,0,0
169,1 - 64,1,64,161775.80,100.52,19714,9395,0,0,0.000718094,0,0,1,0,0,4,0,0,7,0,0
170,2 - 2,2,2,0.00,0.00,144900,144900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2 - 19,2,19,6518.02,4.05,144900,51967,0.163010407,0.092781273,0.087541718,2362,1344,1268,7086,4033,3805,11810,6722,6342,0,0
172,2 - 7,2,7,7484.62,4.65,144900,61952,0.169234419,0.096323818,0.090884209,2452,1396,1317,7357,4187,3951,12261,6979,6585,2,230
173,2 - 20,2,20,9138.46,5.68,144900,35802,0.080100946,0.04559137,0.043016729,1161,661,623,3482,1982,1870,5803,3303,3117,2,230
174,2 - 155,2,155,13181.54,8.19,144900,54661,0.084784167,0.048256937,0.045531766,1229,699,660,3686,2098,1979,6143,3496,3299,0,0
175,2 - 6,2,6,14168.37,8.80,144900,7517,0.010847456,0.006174089,0.005825425,157,89,84,472,268,253,786,447,422,0,0
176,2 - 16,2,16,14889.84,9.25,144900,41097,0.056431752,0.032119481,0.030305627,818,465,439,2453,1396,1317,4088,2327,2196,0,0
177,2 - 22,2,22,15876.88,9.87,144900,28115,0.036205633,0.020607302,0.019443564,525,299,282,1574,896,845,2623,1493,1409,0,0
178,2 - 9,2,9,17871.46,11.10,144900,19470,0.022274565,0.012678102,0.011962142,323,184,173,968,551,520,1614,919,867,0,0
179,2 - 148,2,148,19024.16,11.82,144900,12515,0.013450199,0.007655503,0.00722318,195,111,105,585,333,314,974,555,523,0,0
180,2 - 160,2,160,19853.57,12.34,144900,13949,0.014365075,0.008176226,0.007714498,208,118,112,624,355,335,1041,592,559,0,0
181,2 - 143,2,143,21980.92,13.66,144900,18721,0.017413517,0.00991132,0.009351607,252,144,136,757,431,407,1262,718,678,1,115
182,2 - 167,2,167,22908.75,14.23,144900,54879,0.048978794,0.027877453,0.026303154,710,404,381,2129,1212,1143,3549,2020,1906,0,0
183,2 - 21,2,21,23057.68,14.33,144900,10247,0.009086248,0.005171655,0.004879601,132,75,71,395,225,212,658,375,354,0,0
184,2 - 13,2,13,23765.34,14.77,144900,89047,0.076608781,0.043603721,0.041141326,1110,632,596,3330,1895,1788,5550,3159,2981,0,0
185,2 - 14,2,14,25843.73,16.06,144900,9125,0.007219066,0.004108904,0.003876866,105,60,56,314,179,169,523,298,281,0,0
186,2 - 23,2,23,26386.43,16.40,144900,18397,0.014255083,0.008113621,0.007655428,207,118,111,620,353,333,1033,588,555,0,0
187,2 - 12,2,12,26610.90,16.54,144900,27774,0.0213394,0.01214583,0.011459929,309,176,166,928,528,498,1546,880,830,0,0
188,2 - 163,2,163,26744.33,16.62,144900,16509,0.01262096,0.007183521,0.006777853,183,104,98,549,312,295,914,520,491,0,0
189,2 - 169,2,169,28116.86,17.47,144900,8805,0.00640274,0.003644273,0.003438473,93,53,50,278,158,149,464,264,249,0,0
190,2 - 157,2,157,28418.48,17.66,144900,130418,0.093829624,0.053405375,0.050389461,1360,774,730,4079,2322,2190,6798,3869,3651,0,0
191,2 - 1,2,1,29506.43,18.33,144900,19714,0.013660339,0.007775109,0.007336032,198,113,106,594,338,319,990,563,531,0,0
192,2 - 10,2,10,30464.36,18.93,144900,20213,0.013565696,0.00772124,0.007285206,197,112,106,590,336,317,983,559,528,0,0
193,2 - 5,2,5,31068.99,19.31,144900,21753,0.014315133,0.008147801,0.007687677,207,118,111,622,354,334,1037,590,557,0,0
194,2 - 144,2,144,32588.52,20.25,144900,6182,0,0.002207561,0.002082895,0,32,30,0,96,91,0,160,151,1,115
195,2 - 161,2,161,33278.54,20.68,144900,13226,0,0.004625009,0.004363825,0,67,63,0,201,190,0,335,316,0,0
196,2 - 149,2,149,34843.52,21.65,144900,28699,0,0.009585022,0.009043736,0,139,131,0,417,393,0,694,655,0,0
197,2 - 145,2,145,35588.51,22.11,144900,5479,0,0.001791595,0.00169042,0,26,24,0,78,73,0,130,122,0,0
198,2 - 18,2,18,36088.70,22.42,144900,129775,0,0.041847364,0.039484155,0,606,572,0,1819,1716,0,3032,2861,0,0
199,2 - 151,2,151,36356.30,22.59,144900,60940,0,0.019506131,0.018404579,0,283,267,0,848,800,0,1413,1333,0,0
200,2 - 164,2,164,36761.23,22.84,144900,19656,0,0.006222336,0.005870947,0,90,85,0,270,255,0,451,425,0,0
201,2 - 4,2,4,37242.11,23.14,144900,84730,0,0.026475931,0.024980779,0,384,362,0,1151,1086,0,1918,1810,1,115
202,2 - 15,2,15,37963.75,23.59,144900,25008,0,0.007665813,0.007232909,0,111,105,0,333,314,0,555,524,0,0
203,2 - 156,2,156,38222.72,23.75,144900,31288,0,0.009525869,0.008987923,0,138,130,0,414,391,0,690,651,0,0
204,2 - 3,2,3,38525.14,23.94,144900,17002,0,0.005135753,0.004845726,0,74,70,0,223,211,0,372,351,0,0
205,2 - 159,2,159,39889.14,24.79,144900,23691,0,0.006911576,0.006521265,0,100,94,0,300,283,0,501,472,0,0
206,2 - 146,2,146,39903.18,24.79,144900,28005,0,0.008167262,0.007706039,0,118,112,0,355,335,0,592,558,0,0
207,2 - 119,2,119,43312.32,26.91,144900,1641,0,0.000440905,0.000416007,0,6,6,0,19,18,0,32,30,0,0
208,2 - 154,2,154,43909.41,27.28,144900,7731,0,0.002048927,0.001933219,0,30,28,0,89,84,0,148,140,0,0
209,2 - 8,2,8,43971.46,27.32,144900,62727,0,0.016600914,0.015663425,0,241,227,0,722,681,0,1203,1135,2,230
210,2 - 162,2,162,44389.60,27.58,144900,9790,0,0.002566551,0.002421612,0,37,35,0,112,105,0,186,175,0,0
211,2 - 158,2,158,46160.08,28.68,144900,14158,0,0.003569306,0.003367739,0,52,49,0,155,146,0,259,244,0,0
212,2 - 142,2,142,46446.85,28.86,144900,9537,0,0.002389483,0.002254544,0,35,33,0,104,98,0,173,163,0,0
213,2 - 166,2,166,46505.50,28.90,144900,108093,0,0.027048404,0.025520923,0,392,370,0,1176,1109,0,1960,1849,0,0
214,2 - 133,2,133,46929.27,29.16,144900,2160,0,0.000535622,0.000505374,0,8,7,0,23,22,0,39,37,0,0
215,2 - 11,2,11,47228.08,29.35,144900,13877,0,0.00341935,0.003226253,0,50,47,0,149,140,0,248,234,0,0
216,2 - 165,2,165,48410.50,30.08,144900,44535,0,0.010705582,0.010101015,0,155,146,0,465,439,0,776,732,0,0
217,2 - 147,2,147,49681.16,30.87,144900,29179,0,0.006834819,0.006448842,0,99,93,0,297,280,0,495,467,0,0
218,2 - 150,2,150,51687.08,32.12,144900,22216,0,0.005001868,0.004719402,0,72,68,0,217,205,0,362,342,0,0
219,2 - 140,2,140,53768.89,33.41,144900,21641,0,0.00468376,0.004419258,0,68,64,0,204,192,0,339,320,0,0
