ObjectID,Pair,i,j,Distance_Meters_dij,dij,popi,popj,pij20,pij60,pij140,Mij_10%_20mi,Mij_10%_60mi,Mij_10%_140mi,Mij_30%_20mi,Mij_30%_60mi,Mij_30%_140mi,Mij_50%_20mi,Mij_50%_60mi,Mij_50%_140mi,Real_mij,Mij_R
19992,119 - 76,119,76,47787.47,29.69,1641,60032,0,0.018891672,0.017615037,0,3,3,0,9,9,0,16,14,0,0
19993,119 - 147,119,147,47806.52,29.71,1641,29179,0,0.009178777,0.008558507,0,2,1,0,5,4,0,8,7,0,0
19994,119 - 155,119,155,48921.89,30.40,1641,54661,0,0.016802578,0.015667117,0,3,3,0,8,8,0,14,13,0,0
19995,119 - 151,119,151,49525.08,30.77,1641,60940,0,0.018504566,0.01725409,0,3,3,0,9,8,0,15,14,0,0
19996,119 - 157,119,157,49590.67,30.81,1641,130418,0,0.039549332,0.036876724,0,6,6,0,19,18,0,32,30,0,0
19997,119 - 95,119,95,50438.21,31.34,1641,43807,0,0.013061272,0.012178636,0,2,2,0,6,6,0,11,10,0,0
19998,119 - 22,119,22,50653.72,31.47,1641,28115,0,0.00834696,0.007782901,0,1,1,0,4,4,0,7,6,0,0
19999,119 - 167,119,167,51033.77,31.71,1641,54879,0,0.016171495,0.01507868,0,3,2,0,8,7,0,13,12,0,0
20000,119 - 10,119,10,51614.07,32.07,1641,20213,0,0.005889307,0.005491328,0,1,1,0,3,3,0,5,5,0,0
20001,119 - 92,119,92,54024.41,33.57,1641,17623,0,0.004905592,0.004574089,0,1,1,0,2,2,0,4,4,0,0
20002,119 - 128,119,128,54397.29,33.80,1641,6685,0,0.001848101,0.001723213,0,0,0,0,1,1,0,2,1,0,0
20003,119 - 77,119,77,54788.79,34.04,1641,9665,0,0.002652844,0.002473574,0,0,0,0,1,1,0,2,2,0,0
20004,119 - 13,119,13,54889.14,34.11,1641,89047,0,0.02439689,0.022748232,0,4,4,0,12,11,0,20,19,0,0
20005,119 - 153,119,153,55893.84,34.73,1641,59540,0,0.016019408,0.014936871,0,3,2,0,8,7,0,13,12,0,0
20006,119 - 159,119,159,56695.06,35.23,1641,23691,0,0.006284052,0.005859397,0,1,1,0,3,3,0,5,5,0,0
20007,119 - 149,119,149,57092.97,35.48,1641,28699,0,0.007559372,0.007048535,0,1,1,0,4,3,0,6,6,0,0
20008,119 - 120,119,120,57962.69,36.02,1641,1055,0,0.000273719,0.000255222,0,0,0,0,0,0,0,0,0,0,0
20009,119 - 165,119,165,58053.57,36.07,1641,44535,0,0.011536501,0.010756904,0,2,2,0,6,5,0,9,9,0,0
20010,119 - 141,119,141,58765.11,36.51,1641,10655,0,0.002726688,0.002542428,0,0,0,0,1,1,0,2,2,0,0
20011,119 - 90,119,90,60801.97,37.78,1641,72453,0,0.017920094,0.016709116,0,3,3,0,9,8,0,15,14,0,0
20012,119 - 134,119,134,61406.66,38.16,1641,3598,0,0.000881145,0.0008216,0,0,0,0,0,0,0,1,1,0,0
20013,119 - 130,119,130,61655.14,38.31,1641,1640,0,0.000400015,0.000372983,0,0,0,0,0,0,0,0,0,0,0
20014,119 - 74,119,74,61878.79,38.45,1641,20432,0,0.004965588,0.00463003,0,1,1,0,2,2,0,4,4,0,0
20015,119 - 5,119,5,61989.37,38.52,1641,21753,0,0.0052772,0.004920584,0,1,1,0,3,2,0,4,4,0,0
20016,119 - 146,119,146,62152.63,38.62,1641,28005,0,0.006776066,0.006318163,0,1,1,0,3,3,0,6,5,0,0
20017,119 - 83,119,83,62366.36,38.75,1641,25506,0,0.006150261,0.005734647,0,1,1,0,3,3,0,5,5,0,0
20018,119 - 18,119,18,62966.11,39.13,1641,129775,0,0.030994581,0.028900073,0,5,5,0,15,14,0,25,24,0,0
20019,119 - 73,119,73,64658.11,40.18,1641,18302,0,0.00425674,0.003969084,0,1,1,0,2,2,0,3,3,0,0
20020,119 - 78,119,78,64748.70,40.23,1641,10270,0,0.002385289,0.002224099,0,0,0,0,1,1,0,2,2,0,0
20021,119 - 112,119,112,65136.12,40.47,1641,4380,0,0.001011239,0.000942903,0,0,0,0,0,0,0,1,1,0,0
20022,119 - 158,119,158,65283.21,40.57,1641,14158,0,0.003261385,0.003040991,0,1,0,0,2,1,0,3,2,0,0
20023,119 - 117,119,117,65529.65,40.72,1641,3624,0,0.000831672,0.00077547,0,0,0,0,0,0,0,1,1,0,0
20024,119 - 91,119,91,66667.41,41.43,1641,30112,0,0.006792469,0.006333457,0,1,1,0,3,3,0,6,5,0,0
20025,119 - 131,119,131,67540.28,41.97,1641,3254,0,0.00072453,0.000675569,0,0,0,0,0,0,0,1,1,0,0
20026,119 - 98,119,98,68164.24,42.36,1641,62939,0,0.013885605,0.012947263,0,2,2,0,7,6,0,11,11,0,0
20027,119 - 121,119,121,69207.12,43.00,1641,1405,0,0.0003053,0.000284669,0,0,0,0,0,0,0,0,0,0,0
20028,119 - 113,119,113,69479.76,43.17,1641,46146,0,0.009987973,0.00931302,0,2,2,0,5,5,0,8,8,0,0
20029,119 - 106,119,106,69659.57,43.28,1641,7195,0,0.001553287,0.001448321,0,0,0,0,1,1,0,1,1,0,0
20030,119 - 104,119,104,70564.25,43.85,1641,13905,0,0.002963383,0.002763128,0,0,0,0,1,1,0,2,2,0,0
20031,119 - 8,119,8,71402.89,44.37,1641,62727,0,0.013211141,0.012318377,0,2,2,0,7,6,0,11,10,0,0
20032,119 - 99,119,99,72010.60,44.75,1641,26082,0,0.005446858,0.005078778,0,1,1,0,3,3,0,4,4,0,0
20033,119 - 93,119,93,72250.73,44.89,1641,20145,0,0.004193017,0.003909667,0,1,1,0,2,2,0,3,3,0,0
20034,119 - 150,119,150,72472.59,45.03,1641,22216,0,0.004609923,0.0042984,0,1,1,0,2,2,0,4,4,0,0
20035,119 - 86,119,86,73030.06,45.38,1641,122587,0,0.025243196,0.023537347,0,4,4,0,12,12,0,21,19,0,0
20036,119 - 94,119,94,73592.21,45.73,1641,24979,0,0.005104401,0.004759463,0,1,1,0,3,2,0,4,4,0,0
20037,119 - 87,119,87,76512.86,47.54,1641,2120,0,0.00041668,0.000388523,0,0,0,0,0,0,0,0,0,0,0
20038,119 - 115,119,115,76915.15,47.79,1641,9305,0,0.001819307,0.001696365,0,0,0,0,1,1,0,1,1,0,0
20039,119 - 75,119,75,77475.01,48.14,1641,21301,0,0.004134661,0.003855255,0,1,1,0,2,2,0,3,3,0,0
20040,119 - 152,119,152,78166.20,48.57,1641,18106,0,0.003483414,0.003248017,0,1,1,0,2,2,0,3,3,0,0
20041,119 - 80,119,80,78579.14,48.83,1641,49998,0,0.009568568,0.008921957,0,2,1,0,5,4,0,8,7,0,0
20042,119 - 85,119,85,79294.68,49.27,1641,11375,0,0.002157292,0.00201151,0,0,0,0,1,1,0,2,2,0,0
20043,119 - 110,119,110,82301.54,51.14,1641,8222,0,0.00150235,0.001400826,0,0,0,0,1,1,0,1,1,0,0
20044,119 - 111,119,111,82887.70,51.50,1641,6370,0,0.001155716,0.001077616,0,0,0,0,1,1,0,1,1,0,0
20045,119 - 108,119,108,83297.34,51.76,1641,12854,0,0.002320645,0.002163824,0,0,0,0,1,1,0,2,2,0,0
20046,119 - 100,119,100,84600.23,52.57,1641,28760,0,0.005112331,0.004766857,0,1,1,0,3,2,0,4,4,0,0
20047,119 - 84,119,84,84824.81,52.71,1641,34491,0,0.006114831,0.005701612,0,1,1,0,3,3,0,5,5,0,0
20048,119 - 103,119,103,85107.83,52.88,1641,12950,0,0.002288241,0.00213361,0,0,0,0,1,1,0,2,2,0,0
20049,119 - 79,119,79,85288.61,53.00,1641,5147,0,0.000907538,0.00084621,0,0,0,0,0,0,0,1,1,0,0
20050,119 - 96,119,96,86290.72,53.62,1641,26054,0,0.004540586,0.004233749,0,1,1,0,2,2,0,4,3,0,0
20051,119 - 88,119,88,86494.40,53.75,1641,57699,0,0.01003187,0.00935395,0,2,2,0,5,5,0,8,8,0,0
20052,119 - 101,119,101,90999.24,56.54,1641,12876,0,0.002127869,0.001984074,0,0,0,0,1,1,0,2,2,0,0
20053,119 - 102,119,102,91174.39,56.65,1641,4229,0,0.000697536,0.000650399,0,0,0,0,0,0,0,1,1,0,0
20054,119 - 89,119,89,91293.59,56.73,1641,6358,0,0.001047326,0.000976551,0,0,0,0,1,0,0,1,1,0,0
20055,119 - 116,119,116,91566.72,56.90,1641,6914,0,0.001135516,0.001058782,0,0,0,0,1,1,0,1,1,0,0
20056,119 - 105,119,105,91820.08,57.05,1641,4463,0,0.000730955,0.00068156,0,0,0,0,0,0,0,1,1,0,0
20057,119 - 71,119,71,93833.79,58.31,1641,29303,0,0.004696285,0.004378926,0,1,1,0,2,2,0,4,4,0,0
20058,119 - 81,119,81,94420.23,58.67,1641,11375,0,0.001811707,0.001689278,0,0,0,0,1,1,0,1,1,0,0
20059,119 - 97,119,97,94719.15,58.86,1641,15743,0,0.002499489,0.002330582,0,0,0,0,1,1,0,2,2,0,0
20060,119 - 56,119,56,95489.68,59.33,1641,4890,0,0.000770112,0.000718071,0,0,0,0,0,0,0,1,1,0,0
20061,119 - 109,119,109,96784.20,60.14,1641,6674,0,0,0.000966933,0,0,0,0,0,0,0,0,1,0,0
20062,119 - 114,119,114,97139.53,60.36,1641,10087,0,0,0.001456065,0,0,0,0,0,1,0,0,1,0,0
20063,119 - 60,119,60,98117.95,60.97,1641,9482,0,0,0.001355084,0,0,0,0,0,1,0,0,1,0,0
20064,119 - 25,119,25,98234.65,61.04,1641,15936,0,0,0.002274728,0,0,0,0,0,1,0,0,2,0,0
20065,119 - 107,119,107,98654.98,61.30,1641,8988,0,0,0.001277494,0,0,0,0,0,1,0,0,1,0,0
20066,119 - 55,119,55,99855.27,62.05,1641,3231,0,0,0.000453712,0,0,0,0,0,0,0,0,0,0,0
20067,119 - 59,119,59,101672.03,63.18,1641,16299,0,0,0.002247886,0,0,0,0,0,1,0,0,2,0,0
20068,119 - 82,119,82,101939.32,63.34,1641,44466,0,0,0.006116474,0,0,1,0,0,3,0,0,5,0,0
20069,119 - 69,119,69,103184.20,64.12,1641,14655,0,0,0.001991532,0,0,0,0,0,1,0,0,2,0,0
20070,119 - 58,119,58,103292.61,64.18,1641,12414,0,0,0.001685223,0,0,0,0,0,1,0,0,1,0,0
20071,119 - 38,119,38,105223.45,65.38,1641,7366,0,0,0.000981599,0,0,0,0,0,0,0,0,1,0,0
20072,119 - 33,119,33,105230.30,65.39,1641,2338,0,0,0.000311543,0,0,0,0,0,0,0,0,0,0,0
20073,119 - 57,119,57,106258.86,66.03,1641,5385,0,0,0.000710617,0,0,0,0,0,0,0,0,1,0,0
20074,119 - 67,119,67,108183.76,67.22,1641,10834,0,0,0.001404241,0,0,0,0,0,1,0,0,1,0,0
20075,119 - 30,119,30,110144.34,68.44,1641,7207,0,0,0.000917502,0,0,0,0,0,0,0,0,1,0,0
20076,119 - 40,119,40,110148.68,68.44,1641,4123,0,0,0.000524866,0,0,0,0,0,0,0,0,0,0,0
20077,119 - 61,119,61,113621.17,70.60,1641,25817,0,0,0.003186114,0,0,1,0,0,2,0,0,3,0,0
20078,119 - 26,119,26,114208.20,70.97,1641,18645,0,0,0.00228918,0,0,0,0,0,1,0,0,2,0,0
20079,119 - 72,119,72,114315.51,71.03,1641,5887,0,0,0.00072211,0,0,0,0,0,0,0,0,1,0,0
20080,119 - 24,119,24,115000.00,71.46,1641,2537,0,0,0.000309341,0,0,0,0,0,0,0,0,0,0,0
20081,119 - 68,119,68,116662.69,72.49,1641,11884,0,0,0.001428385,0,0,0,0,0,1,0,0,1,0,0
20082,119 - 65,119,65,119359.51,74.17,1641,24706,0,0,0.002902419,0,0,0,0,0,1,0,0,2,0,0
20083,119 - 34,119,34,119955.26,74.54,1641,18716,0,0,0.002187804,0,0,0,0,0,1,0,0,2,1,4
20084,119 - 27,119,27,120128.88,74.64,1641,1933,0,0,0.000225631,0,0,0,0,0,0,0,0,0,0,0
20085,119 - 44,119,44,121103.54,75.25,1641,18887,0,0,0.00218686,0,0,0,0,0,1,0,0,2,0,0
20086,119 - 37,119,37,121436.28,75.46,1641,39136,0,0,0.004519004,0,0,1,0,0,2,0,0,4,0,0
20087,119 - 45,119,45,122346.85,76.02,1641,4261,0,0,0.000488353,0,0,0,0,0,0,0,0,0,1,4
20088,119 - 48,119,48,123633.06,76.82,1641,2256,0,0,0.00025587,0,0,0,0,0,0,0,0,0,0,0
20089,119 - 35,119,35,124474.45,77.34,1641,26939,0,0,0.003034702,0,0,0,0,0,1,0,0,2,0,0
20090,119 - 70,119,70,125893.64,78.23,1641,840,0,0,9.356E-05,0,0,0,0,0,0,0,0,0,0,0
20091,119 - 62,119,62,125968.35,78.27,1641,1685,0,0,0.000187566,0,0,0,0,0,0,0,0,0,0,0
20092,119 - 41,119,41,127312.34,79.11,1641,2889,0,0,0.000318194,0,0,0,0,0,0,0,0,0,1,4
20093,119 - 49,119,49,127374.56,79.15,1641,1790,0,0,0.000197054,0,0,0,0,0,0,0,0,0,0,0
20094,119 - 32,119,32,129224.37,80.30,1641,4248,0,0,0.000460951,0,0,0,0,0,0,0,0,0,0,0
20095,119 - 50,119,50,130633.90,81.17,1641,1853,0,0,0.0001989,0,0,0,0,0,0,0,0,0,0,0
20096,119 - 39,119,39,131154.75,81.50,1641,4638,0,0,0.000495863,0,0,0,0,0,0,0,0,0,0,0
20097,119 - 29,119,29,131713.86,81.84,1641,38692,0,0,0.00411912,0,0,1,0,0,2,0,0,3,0,0
20098,119 - 47,119,47,134150.33,83.36,1641,5100,0,0,0.000533081,0,0,0,0,0,0,0,0,0,0,0
20099,119 - 31,119,31,134809.70,83.77,1641,14736,0,0,0.001532757,0,0,0,0,0,1,0,0,1,0,0
20100,119 - 53,119,53,136420.12,84.77,1641,4204,0,0,0.000432115,0,0,0,0,0,0,0,0,0,0,0
20101,119 - 28,119,28,136696.82,84.94,1641,11591,0,0,0.001188987,0,0,0,0,0,1,0,0,1,0,0
20102,119 - 66,119,66,138086.55,85.80,1641,7862,0,0,0.000798356,0,0,0,0,0,0,0,0,1,0,0
20103,119 - 46,119,46,139429.33,86.64,1641,8280,0,0,0.000832705,0,0,0,0,0,0,0,0,1,0,0
20104,119 - 42,119,42,143219.53,88.99,1641,18449,0,0,0.001806281,0,0,0,0,0,1,0,0,1,0,0
20105,119 - 52,119,52,143405.32,89.11,1641,15173,0,0,0.001483614,0,0,0,0,0,1,0,0,1,0,0
20106,119 - 43,119,43,144665.70,89.89,1641,2535,0,0,0.000245712,0,0,0,0,0,0,0,0,0,0,0
20107,119 - 36,119,36,146553.29,91.06,1641,5243,0,0,0.000501648,0,0,0,0,0,0,0,0,0,0,0
20108,119 - 51,119,51,148064.38,92.00,1641,17287,0,0,0.001637132,0,0,0,0,0,1,0,0,1,0,0
20109,119 - 54,119,54,148696.01,92.40,1641,9395,0,0,0.000885956,0,0,0,0,0,0,0,0,1,0,0
20110,119 - 64,119,64,151839.12,94.35,1641,9395,0,0,0.000867617,0,0,0,0,0,0,0,0,1,0,0
20111,119 - 63,119,63,152246.94,94.60,1641,3780,0,0,0.000348143,0,0,0,0,0,0,0,0,0,0,0
20112,120 - 120,120,120,0.00,0.00,1055,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20113,120 - 130,120,130,12346.12,7.67,1055,1640,0.044544317,0.003537838,0.002866119,5,0,0,14,1,1,23,2,2,0,0
20114,120 - 134,120,134,13096.68,8.14,1055,3598,0.092125277,0.007316854,0.005927625,10,1,1,29,2,2,49,4,3,0,0
20115,120 - 131,120,131,13181.26,8.19,1055,3254,0.082782662,0.006574837,0.005326492,9,1,1,26,2,2,44,3,3,0,0
20116,120 - 123,120,123,16792.24,10.43,1055,2879,0.057492588,0.004566226,0.003699251,6,0,0,18,1,1,30,2,2,0,0
20117,120 - 122,120,122,16798.33,10.44,1055,1368,0.027308571,0.002168925,0.001757118,3,0,0,9,1,1,14,1,1,0,0
20118,120 - 135,120,135,20317.40,12.62,1055,2703,0.044612529,0.003543255,0.002870508,5,0,0,14,1,1,24,2,2,0,0
20119,120 - 121,120,121,23624.60,14.68,1055,1405,0.019943011,0.001583931,0.001283195,2,0,0,6,1,0,11,1,1,1,1
20120,120 - 141,120,141,25479.00,15.83,1055,10655,0.140232901,0.0111377,0.009023018,15,1,1,44,4,3,74,6,5,0,0
20121,120 - 126,120,126,29079.27,18.07,1055,8127,0.093718584,0.007443399,0.006030143,10,1,1,30,2,2,49,4,3,0,0
20122,120 - 137,120,137,30030.87,18.66,1055,34228,0.382201638,0.030355551,0.024592033,40,3,3,121,10,8,202,16,13,0,0
20123,120 - 138,120,138,31196.71,19.38,1055,1399,0.015037921,0.001194355,0.000967586,2,0,0,5,0,0,8,1,1,0,0
20124,120 - 125,120,125,34486.96,21.43,1055,2785,0,0.002150774,0.001742413,0,0,0,0,1,1,0,1,1,0,0
20125,120 - 117,120,117,35274.27,21.92,1055,3624,0,0.002736243,0.00221672,0,0,0,0,1,1,0,1,1,0,0
20126,120 - 128,120,128,36048.42,22.40,1055,6685,0,0.004939007,0.004001253,0,1,0,0,2,1,0,3,2,0,0
20127,120 - 127,120,127,36120.07,22.44,1055,2262,0,0.001667894,0.001351216,0,0,0,0,1,0,0,1,1,0,0
20128,120 - 124,120,124,37784.45,23.48,1055,5430,0,0.003827465,0.003100756,0,0,0,0,1,1,0,2,2,0,0
20129,120 - 118,120,118,41524.52,25.80,1055,3422,0,0.002194825,0.0017781,0,0,0,0,1,1,0,1,1,0,0
20130,120 - 136,120,136,41805.65,25.98,1055,7560,0,0.004816275,0.003901823,0,1,0,0,2,1,0,3,2,0,0
20131,120 - 139,120,139,43799.78,27.22,1055,3434,0,0.002088107,0.001691645,0,0,0,0,1,1,0,1,1,0,0
20132,120 - 78,120,78,44334.20,27.55,1055,10270,0,0.006169587,0.004998185,0,1,1,0,2,2,0,3,3,0,0
20133,120 - 77,120,77,45693.25,28.39,1055,9665,0,0.005633449,0.004563842,0,1,0,0,2,1,0,3,2,1,1
20134,120 - 140,120,140,45902.05,28.52,1055,21641,0,0.012556534,0.010172462,0,1,1,0,4,3,0,7,5,0,0
20135,120 - 87,120,87,47367.70,29.43,1055,2120,0,0.001192005,0.000965682,0,0,0,0,0,0,0,1,1,0,0
20136,120 - 132,120,132,47665.16,29.62,1055,11645,0,0.006506732,0.005271318,0,1,1,0,2,2,0,3,3,0,0
20137,120 - 129,120,129,49377.57,30.68,1055,26974,0,0.014549235,0.011786815,0,2,1,0,5,4,0,8,6,0,0
20138,120 - 85,120,85,50978.24,31.68,1055,11375,0,0.0059428,0.004814458,0,1,1,0,2,2,0,3,3,0,0
20139,120 - 94,120,94,52459.13,32.60,1055,24979,0,0.012681729,0.010273887,0,1,1,0,4,3,0,7,5,0,0
20140,120 - 142,120,142,52716.23,32.76,1055,9537,0,0.004818279,0.003903447,0,1,0,0,2,1,0,3,2,0,0
20141,120 - 73,120,73,53000.04,32.93,1055,18302,0,0.009197014,0.007450804,0,1,1,0,3,2,0,5,4,1,1
20142,120 - 17,120,17,53225.86,33.07,1055,3614,0,0.001808381,0.001465029,0,0,0,0,1,0,0,1,1,0,0
20143,120 - 76,120,76,53245.26,33.09,1055,60032,0,0.030027998,0.024326671,0,3,3,0,10,8,0,16,13,0,0
20144,120 - 133,120,133,54643.63,33.95,1055,2160,0,0.001052783,0.000852894,0,0,0,0,0,0,0,1,0,0,0
20145,120 - 154,120,154,55843.42,34.70,1055,7731,0,0.003687128,0.002987064,0,0,0,0,1,1,0,2,2,0,0
20146,120 - 166,120,166,55892.65,34.73,1055,108093,0,0.051507131,0.041727625,0,5,4,0,16,13,0,27,22,0,0
20147,120 - 168,120,168,56623.67,35.18,1055,16649,0,0.007830954,0.006344114,0,1,1,0,2,2,0,4,3,0,0
20148,120 - 119,120,119,57962.69,36.02,1055,1641,0,0.000754023,0.000610859,0,0,0,0,0,0,0,0,0,0,0
20149,120 - 79,120,79,58698.80,36.47,1055,5147,0,0.002335336,0.001891933,0,0,0,0,1,1,0,1,1,0,0
20150,120 - 83,120,83,59456.52,36.94,1055,25506,0,0.011425293,0.009256007,0,1,1,0,4,3,0,6,5,0,0
20151,120 - 92,120,92,60373.44,37.51,1055,17623,0,0.007774248,0.006298175,0,1,1,0,2,2,0,4,3,0,0
20152,120 - 156,120,156,60624.10,37.67,1055,31288,0,0.013745387,0.011135591,0,1,1,0,4,4,0,7,6,0,0
20153,120 - 164,120,164,61448.20,38.18,1055,19656,0,0.008519429,0.00690187,0,1,1,0,3,2,0,4,4,0,0
20154,120 - 98,120,98,62093.25,38.58,1055,62939,0,0.026996034,0.021870377,0,3,2,0,9,7,0,14,12,0,0
20155,120 - 75,120,75,62699.32,38.96,1055,21301,0,0.009048189,0.007330236,0,1,1,0,3,2,0,5,4,1,1
20156,120 - 162,120,162,64025.62,39.78,1055,9790,0,0.004072428,0.003299208,0,0,0,0,1,1,0,2,2,0,0
20157,120 - 3,120,3,64429.90,40.03,1055,17002,0,0.007028086,0.005693684,0,1,1,0,2,2,0,4,3,0,0
20158,120 - 95,120,95,64867.08,40.31,1055,43807,0,0.017986376,0.014571356,0,2,2,0,6,5,0,9,8,0,0
20159,120 - 11,120,11,65389.45,40.63,1055,13877,0,0.005652133,0.004578979,0,1,0,0,2,1,0,3,2,0,0
20160,120 - 90,120,90,65482.97,40.69,1055,72453,0,0.029468123,0.023873098,0,3,3,0,9,8,0,16,13,0,0
20161,120 - 161,120,161,66215.66,41.14,1055,13226,0,0.005319763,0.004309715,0,1,0,0,2,1,0,3,2,0,0
20162,120 - 86,120,86,66780.12,41.50,1055,122587,0,0.048890187,0.039607552,0,5,4,0,15,13,0,26,21,0,0
20163,120 - 101,120,101,66887.43,41.56,1055,12876,0,0.005126972,0.004153529,0,1,0,0,2,1,0,3,2,0,0
20164,120 - 100,120,100,67011.56,41.64,1055,28760,0,0.011430459,0.009260192,0,1,1,0,4,3,0,6,5,0,0
20165,120 - 144,120,144,67248.38,41.79,1055,6182,0,0.00244834,0.001983481,0,0,0,0,1,1,0,1,1,0,0
20166,120 - 97,120,97,67772.50,42.11,1055,15743,0,0.006186692,0.005012043,0,1,1,0,2,2,0,3,3,0,0
20167,120 - 91,120,91,69701.78,43.31,1055,30112,0,0.011505889,0.0093213,0,1,1,0,4,3,0,6,5,0,0
20168,120 - 147,120,147,69919.82,43.45,1055,29179,0,0.01111462,0.00900432,0,1,1,0,4,3,0,6,5,0,0
20169,120 - 145,120,145,70962.54,44.09,1055,5479,0,0.002056348,0.001665915,0,0,0,0,1,1,0,1,1,0,0
20170,120 - 80,120,80,72332.01,44.95,1055,49998,0,0.018409694,0.0149143,0,2,2,0,6,5,0,10,8,0,0
20171,120 - 12,120,12,72700.86,45.17,1055,27774,0,0.010174742,0.008242894,0,1,1,0,3,3,0,5,4,0,0
20172,120 - 74,120,74,73158.10,45.46,1055,20432,0,0.007438287,0.006026002,0,1,1,0,2,2,0,4,3,0,0
20173,120 - 163,120,163,73675.11,45.78,1055,16509,0,0.00596794,0.004834825,0,1,1,0,2,2,0,3,3,0,0
20174,120 - 99,120,99,74406.40,46.23,1055,26082,0,0.009335876,0.007563301,0,1,1,0,3,2,0,5,4,0,0
20175,120 - 4,120,4,74648.85,46.38,1055,84730,0,0.03023003,0.024490344,0,3,3,0,10,8,0,16,13,0,0
20176,120 - 153,120,153,74878.32,46.53,1055,59540,0,0.021177625,0.017156692,0,2,2,0,7,5,0,11,9,0,0
20177,120 - 1,120,1,75669.36,47.02,1055,19714,0,0.006938718,0.005621284,0,1,1,0,2,2,0,4,3,0,0
20178,120 - 81,120,81,76464.73,47.51,1055,11375,0,0.003962002,0.003209749,0,0,0,0,1,1,0,2,2,0,0
20179,120 - 143,120,143,78148.50,48.56,1055,18721,0,0.00638018,0.005168794,0,1,1,0,2,2,0,3,3,0,0
20180,120 - 82,120,82,78421.70,48.73,1055,44466,0,0.015101369,0.012234117,0,2,1,0,5,4,0,8,6,0,0
20181,120 - 93,120,93,78423.07,48.73,1055,20145,0,0.006841446,0.005542481,0,1,1,0,2,2,0,4,3,0,0
20182,120 - 96,120,96,78700.73,48.90,1055,26054,0,0.008816985,0.00714293,0,1,1,0,3,2,0,5,4,0,0
20183,120 - 9,120,9,78797.86,48.96,1055,19470,0,0.006580759,0.00533129,0,1,1,0,2,2,0,3,3,0,0
20184,120 - 151,120,151,79176.64,49.20,1055,60940,0,0.020498869,0.016606809,0,2,2,0,6,5,0,11,9,0,0
20185,120 - 169,120,169,79511.74,49.41,1055,8805,0,0.002949325,0.002389345,0,0,0,0,1,1,0,2,1,0,0
20186,120 - 148,120,148,79775.37,49.57,1055,12515,0,0.004178174,0.003384877,0,0,0,0,1,1,0,2,2,0,0
20187,120 - 104,120,104,79834.26,49.61,1055,13905,0,0.004638806,0.003758049,0,0,0,0,1,1,0,2,2,0,0
20188,120 - 88,120,88,80247.27,49.86,1055,57699,0,0.019149724,0.015513822,0,2,2,0,6,5,0,10,8,0,0
20189,120 - 165,120,165,81385.05,50.57,1055,44535,0,0.014574086,0.011806947,0,2,1,0,5,4,0,8,6,0,0
20190,120 - 84,120,84,82075.72,51.00,1055,34491,0,0.011192202,0.009067172,0,1,1,0,4,3,0,6,5,0,0
20191,120 - 112,120,112,84120.60,52.27,1055,4380,0,0.001386744,0.001123447,0,0,0,0,0,0,0,1,1,0,0
20192,120 - 159,120,159,84318.16,52.39,1055,23691,0,0.00748319,0.006062379,0,1,1,0,2,2,0,4,3,0,0
20193,120 - 113,120,113,85282.04,52.99,1055,46146,0,0.014411228,0.011675011,0,2,1,0,5,4,0,8,6,1,1
20194,120 - 14,120,14,85421.63,53.08,1055,9125,0,0.002845047,0.002304867,0,0,0,0,1,1,0,2,1,1,1
20195,120 - 160,120,160,86441.69,53.71,1055,13949,0,0.004297782,0.003481775,0,0,0,0,1,1,0,2,2,0,0
20196,120 - 16,120,16,86580.07,53.80,1055,41097,0,0.012642026,0.010241722,0,1,1,0,4,3,0,7,5,0,0
20197,120 - 6,120,6,86952.49,54.03,1055,7517,0,0.002302433,0.001865277,0,0,0,0,1,1,0,1,1,1,1
20198,120 - 71,120,71,86991.19,54.05,1055,29303,0,0.008971422,0.007268045,0,1,1,0,3,2,0,5,4,0,0
20199,120 - 67,120,67,86993.80,54.06,1055,10834,0,0.003316844,0.002687085,0,0,0,0,1,1,0,2,1,0,0
20200,120 - 157,120,157,87488.33,54.36,1055,130418,0,0.039701954,0.032163862,0,4,3,0,13,10,0,21,17,0,0
20201,120 - 59,120,59,87516.10,54.38,1055,16299,0,0.004960181,0.004018406,0,1,0,0,2,1,0,3,2,0,0
20202,120 - 15,120,15,88917.51,55.25,1055,25008,0,0.007490592,0.006068376,0,1,1,0,2,2,0,4,3,0,0
20203,120 - 20,120,20,89026.20,55.32,1055,35802,0,0.010710603,0.008677013,0,1,1,0,3,3,0,6,5,0,0
20204,120 - 56,120,56,89242.55,55.45,1055,4890,0,0.001459356,0.001182273,0,0,0,0,0,0,0,1,1,0,0
20205,120 - 167,120,167,90028.06,55.94,1055,54879,0,0.016235019,0.013152524,0,2,1,0,5,4,0,9,7,0,0
20206,120 - 115,120,115,90471.99,56.22,1055,9305,0,0.002739219,0.002219131,0,0,0,0,1,1,0,1,1,0,0
20207,120 - 106,120,106,90758.95,56.39,1055,7195,0,0.002111377,0.001710496,0,0,0,0,1,1,0,1,1,0,0
20208,120 - 158,120,158,91341.10,56.76,1055,14158,0,0.004128194,0.003344386,0,0,0,0,1,1,0,2,2,0,0
20209,120 - 155,120,155,92205.46,57.29,1055,54661,0,0.015788665,0.012790918,0,2,1,0,5,4,0,8,7,0,0
